full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,latitude,longitude,planning_area,subzone
663C JURONG WEST ST 65,4890.909090909091,4966.658781218782,public,1.33804531435801,103.702429711458,JURONG WEST,JURONG WEST CENTRAL
663C PUNGGOL DR,5818.181818181818,6045.742178542178,public,1.40036549350585,103.91763192338,PUNGGOL,WATERWAY EAST
663D JURONG WEST ST 65,4851.648351648351,4931.454509127237,public,1.33884440739716,103.702339448465,JURONG WEST,JURONG WEST CENTRAL
664 BUFFALO RD,6208.333333333333,6208.333333333333,public,1.30613246548155,103.851112543389,ROCHOR,FARRER PARK
664 CHOA CHU KANG CRES,3528.2258064516127,3774.1935483870966,public,1.40229618504156,103.750438456359,CHOA CHU KANG,YEW TEE
664 JLN DAMAI,5422.5352112676055,5332.589993784748,public,1.33414870173697,103.909005592246,BEDOK,KAKI BUKIT
664 WOODLANDS RING RD,3471.0743801652893,3824.987195830685,public,1.43619845351274,103.797798856264,WOODLANDS,WOODLANDS EAST
664 YISHUN AVE 4,4756.09756097561,4651.56615067362,public,1.42019986585643,103.841074643136,YISHUN,YISHUN SOUTH
664A JURONG WEST ST 64,4785.055344655345,4916.690331890332,public,1.33920641630237,103.703397452008,JURONG WEST,JURONG WEST CENTRAL
664A PUNGGOL DR,5640.598290598291,5922.690042436196,public,1.39943218267508,103.917510729317,PUNGGOL,WATERWAY EAST
664A YISHUN AVE 4,4329.268292682927,4329.268292682927,public,1.42055266140114,103.841217156266,YISHUN,YISHUN SOUTH
664B JURONG WEST ST 64,5214.126273726274,5142.02150576696,public,1.33835412965274,103.703585678772,JURONG WEST,JURONG WEST CENTRAL
664B PUNGGOL DR,5527.272727272727,5658.250841750842,public,1.40006476990517,103.91785153697,PUNGGOL,WATERWAY EAST
664C JURONG WEST ST 64,4521.709090909091,4739.777975870284,public,1.33821125273272,103.703155643642,JURONG WEST,JURONG WEST CENTRAL
664D JURONG WEST ST 64,4893.939393939394,4966.000666000666,public,1.33894641102536,103.702784352226,JURONG WEST,JURONG WEST CENTRAL
665 CHOA CHU KANG CRES,3991.935483870968,3968.982630272953,public,1.40199745834198,103.750078423488,CHOA CHU KANG,YEW TEE
665 HOUGANG AVE 4,4229.9003720170585,4422.000705392548,public,1.37409410844802,103.884163770052,HOUGANG,HOUGANG WEST
665 JLN DAMAI,5879.752431476569,5844.507786781004,public,1.33413500454554,103.908129947077,BEDOK,KAKI BUKIT
665 WOODLANDS RING RD,4023.11901504788,4447.879616963064,public,1.43801280829028,103.797671900886,WOODLANDS,WOODLANDS EAST
665 YISHUN AVE 4,4167.093383641019,4170.385534362837,public,1.41978323945218,103.840574022602,YISHUN,YISHUN SOUTH
665A JURONG WEST ST 64,4788.461538461539,5104.94188034188,public,1.34009318644463,103.703124315086,JURONG WEST,JURONG WEST CENTRAL
665A PUNGGOL DR,5875.440098962794,6014.318911409268,public,1.40212769104002,103.913578463409,PUNGGOL,WATERWAY EAST
665B JURONG WEST ST 64,4850.0,5011.476923076923,public,1.33979831711037,103.702943619809,JURONG WEST,JURONG WEST CENTRAL
665B PUNGGOL DR,5913.978494623656,6026.253041906109,public,1.40204057235273,103.914141095483,PUNGGOL,WATERWAY EAST
665C PUNGGOL DR,5806.451612903225,5936.731257839385,public,1.40149164608042,103.914459128885,PUNGGOL,WATERWAY EAST
666 CHOA CHU KANG CRES,3653.2258064516127,3840.8,public,1.40243944111659,103.749920631876,CHOA CHU KANG,YEW TEE
666 HOUGANG AVE 4,4029.126213592233,3833.0037156898,public,1.37381303540556,103.884933677615,HOUGANG,HOUGANG WEST
666 JLN DAMAI,5101.129032258064,5460.087216351078,public,1.3335654358321,103.908102521069,BEDOK,KAKI BUKIT
666 WOODLANDS RING RD,4081.3953488372094,4441.483624699278,public,1.43829338484767,103.797399036463,WOODLANDS,WOODLANDS EAST
666 YISHUN AVE 4,4693.929690693555,5069.825732388608,public,1.41899847213282,103.840568002498,YISHUN,YISHUN SOUTH
666A JURONG WEST ST 65,4684.615384615385,4771.402714932126,public,1.33976799530852,103.701379811858,JURONG WEST,JURONG WEST CENTRAL
666A PUNGGOL DR,5698.924731182796,5853.025977733371,public,1.40153631153053,103.915077974858,PUNGGOL,WATERWAY EAST
666A YISHUN AVE 4,4606.741573033708,4324.881927411132,public,1.41940805219597,103.839993791322,YISHUN,YISHUN SOUTH
666B JURONG WEST ST 65,4934.615384615385,5044.3340659340665,public,1.33961422416176,103.701958631652,JURONG WEST,JURONG WEST CENTRAL
666B PUNGGOL DR,5929.203539823009,6122.533713959463,public,1.40179672508929,103.915278092564,PUNGGOL,WATERWAY EAST
667 CHOA CHU KANG CRES,4135.922330097087,3956.6563467492265,public,1.40258973962651,103.749629714805,CHOA CHU KANG,YEW TEE
667 HOUGANG AVE 4,4297.2972972972975,4564.105779768259,public,1.37378500824038,103.883849099862,HOUGANG,HOUGANG WEST
667 JLN DAMAI,4354.166666666666,4673.190235690236,public,1.33374545014475,103.908858611231,BEDOK,KAKI BUKIT
667 WOODLANDS RING RD,4000.0,4398.925518925518,public,1.43864551855524,103.79791843779,WOODLANDS,WOODLANDS EAST
667A JURONG WEST ST 65,4555.555555555556,4593.069375069375,public,1.34175856139895,103.701490370658,JURONG WEST,JURONG WEST CENTRAL
667A PUNGGOL DR,5834.519291587603,5964.441021452511,public,1.40260030998864,103.913971396177,PUNGGOL,WATERWAY EAST
667B JURONG WEST ST 65,4400.0,4525.84435766254,public,1.34097479509925,103.701602936357,JURONG WEST,JURONG WEST CENTRAL
667B PUNGGOL DR,6434.344091618948,6323.72246135743,public,1.40211070319784,103.914916619924,PUNGGOL,WATERWAY EAST
667C JURONG WEST ST 65,4422.727272727272,4579.797402597403,public,1.34114841156893,103.702295757002,JURONG WEST,JURONG WEST CENTRAL
667D JURONG WEST ST 65,4433.333333333333,4485.538330675173,public,1.341877297093,103.702203679337,JURONG WEST,JURONG WEST CENTRAL
668 CHANDER RD,5034.246575342466,5290.953785385872,public,1.30758124026887,103.851478219734,ROCHOR,FARRER PARK
668 CHOA CHU KANG CRES,3333.333333333333,3535.630433403135,public,1.40174073824515,103.749496155327,CHOA CHU KANG,YEW TEE
668 HOUGANG AVE 8,5298.557823129252,5119.927437641723,public,1.37348033489981,103.883581147753,HOUGANG,HOUGANG WEST
668 JLN DAMAI,5833.333333333333,5833.333333333333,public,1.33333628302007,103.908903033464,BEDOK,KAKI BUKIT
668 WOODLANDS RING RD,4890.10989010989,4536.996336996337,public,1.43902483398516,103.798308103203,WOODLANDS,WOODLANDS EAST
668A EDGEFIELD PLAINS,5853.982300884956,6025.1852909146655,public,1.40501880052452,103.912411867708,PUNGGOL,WATERWAY EAST
668A JURONG WEST ST 64,4593.495424836601,4953.462843897249,public,1.3418314445114,103.702880772704,JURONG WEST,JURONG WEST CENTRAL
668B EDGEFIELD PLAINS,6037.634408602151,6129.801313160148,public,1.40478291873635,103.912978515395,PUNGGOL,WATERWAY EAST
668B JURONG WEST ST 64,4730.065359477124,4940.556653324551,public,1.34192750093216,103.703386066194,JURONG WEST,JURONG WEST CENTRAL
668C JURONG WEST ST 64,5000.0,5143.925115265744,public,1.34133284361425,103.703403993812,JURONG WEST,JURONG WEST CENTRAL
668D JURONG WEST ST 64,5362.071135430917,5183.1629012422445,public,1.34125787225763,103.703000933184,JURONG WEST,JURONG WEST CENTRAL
669 CHOA CHU KANG CRES,4191.2307692307695,4260.500410352774,public,1.40292361646725,103.748268655447,CHOA CHU KANG,YEW TEE
669 HOUGANG AVE 8,4121.621621621622,4269.284514272552,public,1.37337022502161,103.884099363082,HOUGANG,HOUGANG WEST
669 JLN DAMAI,5360.0,5396.784493534716,public,1.33308726266267,103.908404750073,BEDOK,KAKI BUKIT
669 WOODLANDS RING RD,5239.603283173735,5048.16899926339,public,1.43839759376345,103.798540260206,WOODLANDS,WOODLANDS EAST
669A EDGEFIELD PLAINS,5892.357142857143,6091.392857142858,public,1.40490974914062,103.913969471596,PUNGGOL,WATERWAY EAST
669A JURONG WEST ST 64,4380.769230769231,4539.171153846154,public,1.34289271652154,103.703136147885,JURONG WEST,JURONG WEST CENTRAL
669B EDGEFIELD PLAINS,5702.403542061986,5861.04169935863,public,1.40453606912894,103.914012816111,PUNGGOL,WATERWAY EAST
669B JURONG WEST ST 64,4384.615384615385,4484.084210526316,public,1.34284965706275,103.702804278151,JURONG WEST,JURONG WEST CENTRAL
669C JURONG WEST ST 64,4250.0,4373.3974358974365,public,1.34350781906318,103.702815760303,JURONG WEST,JURONG WEST CENTRAL
669D JURONG WEST ST 64,4303.846153846154,4495.576923076924,public,1.3434308331784,103.70325811319,JURONG WEST,JURONG WEST CENTRAL
67 BEDOK STH AVE 3,4973.170731707317,5100.981605691057,public,1.31897410282406,103.944076222052,BEDOK,BEDOK SOUTH
67 CIRCUIT RD,4393.44262295082,4407.561993026737,public,1.32584857614009,103.887926514332,GEYLANG,MACPHERSON
67 KALLANG BAHRU,4492.307692307692,4731.368631368632,public,1.32139446427243,103.869336174701,KALLANG,GEYLANG BAHRU
67 MARINE DR,6090.08097165992,6215.680495356038,public,1.30445136012651,103.90964857031,MARINE PARADE,MARINE PARADE
67 TELOK BLANGAH DR,5381.35593220339,5573.16980968757,public,1.274636588887,103.809632802144,BUKIT MERAH,TELOK BLANGAH DRIVE
670 CHOA CHU KANG CRES,3640.776699029126,3895.104073815317,public,1.40297792988038,103.747753040275,CHOA CHU KANG,YEW TEE
670 HOUGANG AVE 8,4629.62962962963,4347.659525255153,public,1.37302689577235,103.884773194279,HOUGANG,HOUGANG WEST
670 JLN DAMAI,4746.09375,5092.404059126984,public,1.33251871785385,103.908283298037,BEDOK,KAKI BUKIT
670 WOODLANDS DR 71,4222.215384615384,4419.040883147387,public,1.43882635430604,103.799297445551,WOODLANDS,WOODLANDS EAST
670A CHOA CHU KANG CRES,3446.6019417475727,3734.659926761615,public,1.4026789634991,103.747562464245,CHOA CHU KANG,YEW TEE
670A EDGEFIELD PLAINS,5661.764705882353,5928.7048843910325,public,1.40538341177792,103.912960755392,PUNGGOL,WATERWAY EAST
670A JURONG WEST ST 65,4095.0040950040952,4338.51915025828,public,1.34409724788485,103.702860640067,JURONG WEST,JURONG WEST CENTRAL
670B EDGEFIELD PLAINS,5537.634408602151,5565.539510608158,public,1.40532418039845,103.913280733404,PUNGGOL,WATERWAY EAST
670C EDGEFIELD PLAINS,5540.605794556628,5977.790919565759,public,1.40534285786675,103.913933278721,PUNGGOL,WATERWAY EAST
671 CHOA CHU KANG CRES,3483.762296957218,3615.199611072981,public,1.4025550181861,103.748021726542,CHOA CHU KANG,YEW TEE
671 HOUGANG AVE 8,4054.054054054054,4395.992779248437,public,1.37306392255757,103.883813492683,HOUGANG,HOUGANG WEST
671 JLN DAMAI,4566.929133858268,4962.629870012575,public,1.33244991949024,103.908872180284,BEDOK,KAKI BUKIT
671 WOODLANDS DR 71,4234.2342342342345,4469.253142470534,public,1.43905964105019,103.798774829516,WOODLANDS,WOODLANDS EAST
671A CHOA CHU KANG CRES,3744.68085106383,4115.821500292331,public,1.40209862661951,103.747897404358,CHOA CHU KANG,YEW TEE
671A EDGEFIELD PLAINS,5261.111111111111,5432.875720164609,public,1.40605924173081,103.912020670376,PUNGGOL,WATERWAY EAST
671A JURONG WEST ST 65,4464.4094488188975,4653.255212498438,public,1.3439721914708,103.702307667142,JURONG WEST,JURONG WEST CENTRAL
671A KLANG LANE,6152.380952380952,6370.78700280112,public,1.30882069575537,103.852065291651,ROCHOR,FARRER PARK
671A YISHUN AVE 4,6029.411764705882,6048.501604704008,public,1.41897568011422,103.842333395726,YISHUN,YISHUN SOUTH
671B EDGEFIELD PLAINS,5555.555555555556,5550.986666666667,public,1.40619118291017,103.911699311071,PUNGGOL,WATERWAY EAST
671B JURONG WEST ST 65,4365.079365079365,4593.4657123059615,public,1.34395979895533,103.701895501679,JURONG WEST,JURONG WEST CENTRAL
671B KLANG LANE,6265.714285714286,6446.953003423591,public,1.30923290113321,103.852360705457,ROCHOR,FARRER PARK
671B YISHUN AVE 4,5967.741935483871,6184.127689053201,public,1.41878341784758,103.842760847841,YISHUN,YISHUN SOUTH
671C JURONG WEST ST 65,4325.396825396825,4531.025640271157,public,1.34387298937558,103.701429855417,JURONG WEST,JURONG WEST CENTRAL
672 CHOA CHU KANG CRES,4208.88,4154.846217008798,public,1.40215166474802,103.747495879547,CHOA CHU KANG,YEW TEE
672 HOUGANG AVE 8,4086.309523809524,4086.309523809524,public,1.37256827787331,103.884038208475,HOUGANG,HOUGANG WEST
672 JLN DAMAI,5090.811447811448,5109.14532867617,public,1.33207912967501,103.908757101121,BEDOK,KAKI BUKIT
672 WOODLANDS DR 71,4414.414414414415,4701.8382158382165,public,1.43946846195276,103.799693552384,WOODLANDS,WOODLANDS EAST
672A CHOA CHU KANG CRES,3366.991869918699,3413.9024390243903,public,1.4018932058408,103.747364979441,CHOA CHU KANG,YEW TEE
672A EDGEFIELD PLAINS,5975.384615384615,5983.712237762238,public,1.40641415134174,103.912620387754,PUNGGOL,WATERWAY EAST
672A JURONG WEST ST 65,4224.378881987577,4245.318957039826,public,1.34372474655062,103.700939148875,JURONG WEST,JURONG WEST CENTRAL
672A KLANG LANE,6095.228571428572,6178.363092984141,public,1.30849052388699,103.852546280742,ROCHOR,FARRER PARK
672A YISHUN AVE 4,6808.510638297872,7010.842971006992,public,1.41875267193096,103.84138862703,YISHUN,YISHUN SOUTH
672B CHOA CHU KANG CRES,3887.096774193548,3887.096774193548,public,1.40196021364915,103.747010636037,CHOA CHU KANG,YEW TEE
672B EDGEFIELD PLAINS,5909.090909090909,6257.688931757897,public,1.40665275009356,103.912312507427,PUNGGOL,WATERWAY EAST
672B KLANG LANE,6219.047619047619,6361.95136893467,public,1.30903703924735,103.852847667323,ROCHOR,FARRER PARK
672B YISHUN AVE 4,5977.941176470588,5990.117014547755,public,1.41859080728129,103.841823925238,YISHUN,YISHUN SOUTH
672C EDGEFIELD PLAINS,5909.090909090909,6150.111888111888,public,1.40743702403924,103.911196464451,PUNGGOL,WATERWAY EAST
672C YISHUN AVE 4,5827.956989247312,5831.002195185475,public,1.41836093867258,103.842650670571,YISHUN,YISHUN SOUTH
672D EDGEFIELD PLAINS,5055.555555555556,5278.7018087855295,public,1.40759031189113,103.910923572748,PUNGGOL,WATERWAY EAST
673 CHOA CHU KANG CRES,3798.076923076923,3827.966298127286,public,1.40132802512812,103.748136094413,CHOA CHU KANG,YEW TEE
673 HOUGANG AVE 8,4262.5,4547.886834319526,public,1.37251964481974,103.884830155492,HOUGANG,HOUGANG WEST
673 WOODLANDS DR 71,4040.909090909091,4294.695454545455,public,1.43918808232966,103.800067933684,WOODLANDS,WOODLANDS EAST
673A CHOA CHU KANG CRES,4346.774193548387,4079.169292442603,public,1.40101416839361,103.747524161982,CHOA CHU KANG,YEW TEE
673A EDGEFIELD PLAINS,5555.555555555556,5732.635196142888,public,1.4066767256676,103.911613291129,PUNGGOL,WATERWAY EAST
673A JURONG WEST ST 65,4465.116279069767,4705.481727574751,public,1.34426518191339,103.701249463726,JURONG WEST,JURONG WEST CENTRAL
673A YISHUN AVE 4,6017.857142857143,6033.3915559772295,public,1.41999916145463,103.841999102785,YISHUN,YISHUN SOUTH
673B EDGEFIELD PLAINS,5343.2,5526.352608311229,public,1.40697762946912,103.911041462626,PUNGGOL,WATERWAY EAST
673B JURONG WEST ST 65,4000.0,4237.239455660508,public,1.34439825029258,103.701663520064,JURONG WEST,JURONG WEST CENTRAL
673B YISHUN AVE 4,6294.642857142857,6304.867897696713,public,1.42061127062467,103.842183264721,YISHUN,YISHUN SOUTH
673C EDGEFIELD PLAINS,5322.222222222223,5423.526262626262,public,1.40722159434779,103.910591907295,PUNGGOL,WATERWAY EAST
673C JURONG WEST ST 65,4090.909090909091,4347.886419163181,public,1.34471213524955,103.701313082539,JURONG WEST,JURONG WEST CENTRAL
673C YISHUN AVE 4,6366.823529411765,6278.1854821333,public,1.42104894176938,103.842206525185,YISHUN,YISHUN SOUTH
674 CHOA CHU KANG CRES,3900.709219858156,3961.4581458603434,public,1.40155376414482,103.746994051833,CHOA CHU KANG,YEW TEE
674 HOUGANG AVE 8,4471.153846153846,4609.796245421246,public,1.37217287844953,103.884645831522,HOUGANG,HOUGANG WEST
674A CHOA CHU KANG CRES,4435.4838709677415,4165.551361244567,public,1.40163882695973,103.746535330738,CHOA CHU KANG,YEW TEE
674A JURONG WEST ST 65,4506.088506088507,4423.1493281493285,public,1.34446133704193,103.702315277328,JURONG WEST,JURONG WEST CENTRAL
674A YISHUN AVE 4,5982.142857142857,6071.078670177749,public,1.42064299685012,103.843114007721,YISHUN,YISHUN SOUTH
674B JURONG WEST ST 65,4175.824175824176,4213.976748121444,public,1.34513373209401,103.702060183249,JURONG WEST,JURONG WEST CENTRAL
674B YISHUN AVE 4,6236.559139784947,6187.594374039939,public,1.42107254833692,103.843117058752,YISHUN,YISHUN SOUTH
675 CHOA CHU KANG CRES,4326.923076923077,4003.692974214428,public,1.40134655668703,103.745990615944,CHOA CHU KANG,YEW TEE
675 HOUGANG AVE 8,5038.461538461539,4747.097854526425,public,1.37188895307707,103.884363262145,HOUGANG,HOUGANG WEST
675A JURONG WEST ST 64,4219.780219780219,4496.048544341034,public,1.34542576991263,103.703464632989,JURONG WEST,JURONG WEST CENTRAL
675A YISHUN AVE 4,7384.6749226006195,7333.497425568982,public,1.4194583236401,103.843091718209,YISHUN,YISHUN SOUTH
675B JURONG WEST ST 64,4163.636363636364,4293.758865047996,public,1.34575308124211,103.703641775508,JURONG WEST,JURONG WEST CENTRAL
675B YISHUN AVE 4,6808.510638297872,6702.5822951901655,public,1.41899508499611,103.842949381197,YISHUN,YISHUN SOUTH
675C YISHUN AVE 4,6558.823529411765,6357.106475427149,public,1.41942806754236,103.84218131825,YISHUN,YISHUN SOUTH
675D YISHUN AVE 4,6556.402909550918,6664.104559014179,public,1.41973757505546,103.842703126999,YISHUN,YISHUN SOUTH
676 CHOA CHU KANG CRES,4320.388349514563,4206.187680851007,public,1.40191629081901,103.746188263266,CHOA CHU KANG,YEW TEE
676 HOUGANG AVE 8,4154.761904761905,4275.335775335775,public,1.37153528573758,103.884223176926,HOUGANG,HOUGANG WEST
676A CHOA CHU KANG CRES,4435.980005767568,4092.3223452792895,public,1.4020008434176,103.746684850931,CHOA CHU KANG,YEW TEE
676A JURONG WEST ST 64,4158.181818181818,4274.011784659945,public,1.3459571863087,103.704539086759,JURONG WEST,JURONG WEST CENTRAL
676A PUNGGOL DR,6413.978494623656,6284.6468155500415,public,1.40482709089795,103.909870662158,PUNGGOL,WATERWAY EAST
676A YISHUN RING RD,6808.510638297872,7063.11030399359,public,1.42145242328288,103.84332790779,YISHUN,YISHUN SOUTH
676B JURONG WEST ST 64,3981.818181818182,4297.373548190939,public,1.34600218842428,103.70418922292,JURONG WEST,JURONG WEST CENTRAL
676B PUNGGOL DR,5913.978494623656,6109.765067171861,public,1.40489140820432,103.910209749944,PUNGGOL,WATERWAY EAST
676B YISHUN RING RD,6191.431154248739,6200.324518378186,public,1.42155761094817,103.842781958324,YISHUN,YISHUN SOUTH
676C PUNGGOL DR,6044.24778761062,6273.8812718350255,public,1.40533143328057,103.910586805301,PUNGGOL,WATERWAY EAST
676C YISHUN RING RD,6129.032258064516,6165.87870967742,public,1.42148524765995,103.842476163593,YISHUN,YISHUN SOUTH
676D PUNGGOL DR,6327.433628318584,6248.179107431725,public,1.40564086679302,103.910923336736,PUNGGOL,WATERWAY EAST
677 CHOA CHU KANG CRES,4021.422955974843,3796.707475826579,public,1.40151021475963,103.745481871107,CHOA CHU KANG,YEW TEE
677 HOUGANG AVE 8,4687.5,4965.000200642055,public,1.37118463235158,103.884254617112,HOUGANG,HOUGANG WEST
677 WOODLANDS AVE 6,4009.90099009901,4375.026567161449,public,1.43938615079437,103.801706472939,WOODLANDS,WOODLANDS EAST
677A JURONG WEST ST 64,3968.181818181818,4257.080356709682,public,1.34563047616405,103.705038025438,JURONG WEST,JURONG WEST CENTRAL
677A PUNGGOL DR,6018.936149966696,5940.84739271101,public,1.40528964160836,103.909204123728,PUNGGOL,WATERWAY EAST
677A YISHUN RING RD,6576.870281400137,6446.422176466102,public,1.4219769108036,103.843317344784,YISHUN,YISHUN SOUTH
677B JURONG WEST ST 64,4068.181818181818,4277.525252525252,public,1.34542751038893,103.704502696177,JURONG WEST,JURONG WEST CENTRAL
677B PUNGGOL DR,5537.634408602151,5736.6537634408605,public,1.40536468278241,103.909508986941,PUNGGOL,WATERWAY EAST
677B YISHUN RING RD,6247.787610619469,6230.698591683319,public,1.42209981159397,103.842666036929,YISHUN,YISHUN SOUTH
677C JURONG WEST ST 64,3981.818181818182,4258.162864341354,public,1.34535269242821,103.704959975034,JURONG WEST,JURONG WEST CENTRAL
677C PUNGGOL DR,6641.097345132743,6571.570565888579,public,1.40565063473796,103.909749619549,PUNGGOL,WATERWAY EAST
677C YISHUN RING RD,6236.559139784947,6265.870276605015,public,1.42203278942045,103.842062667848,YISHUN,YISHUN SOUTH
677D PUNGGOL DR,6274.336283185841,6355.675516224189,public,1.40588044840999,103.910158734881,PUNGGOL,WATERWAY EAST
678 CHOA CHU KANG CRES,3962.264150943396,3867.235974295284,public,1.40171070184602,103.744092652395,CHOA CHU KANG,YEW TEE
678 HOUGANG AVE 8,5146.067415730337,5071.940301719124,public,1.37088142433204,103.884050940213,HOUGANG,HOUGANG WEST
678 WOODLANDS AVE 6,4876.033057851239,5004.680460220276,public,1.43998366417135,103.801293114332,WOODLANDS,WOODLANDS EAST
678A JURONG WEST ST 64,4110.671936758894,4295.118522151061,public,1.34508009611217,103.704400730049,JURONG WEST,JURONG WEST CENTRAL
678A PUNGGOL DR,5591.397849462365,5859.887721930482,public,1.40566213236302,103.908718985826,PUNGGOL,WATERWAY EAST
678B JURONG WEST ST 64,4333.333333333333,4401.837808919232,public,1.34512819470515,103.703897417226,JURONG WEST,JURONG WEST CENTRAL
678B PUNGGOL DR,5997.478351888858,6208.685093936046,public,1.40576170081906,103.908840037229,PUNGGOL,WATERWAY EAST
678C JURONG WEST ST 64,4500.0,4548.078209632557,public,1.34480618588213,103.703838568056,JURONG WEST,JURONG WEST CENTRAL
678C PUNGGOL DR,6848.258064516129,6499.370037504799,public,1.40621179054688,103.90937278679,PUNGGOL,WATERWAY EAST
678D JURONG WEST ST 64,3994.565217391304,4164.246827991008,public,1.34486489552662,103.703395356177,JURONG WEST,JURONG WEST CENTRAL
679 CHOA CHU KANG CRES,3920.0,3849.277754839052,public,1.40248288767082,103.744473228702,CHOA CHU KANG,YEW TEE
679 HOUGANG AVE 8,4343.75,4415.773809523809,public,1.37146350071011,103.884744573963,HOUGANG,HOUGANG WEST
679 WOODLANDS AVE 6,4021.8420671335434,4231.060929835691,public,1.44011341244035,103.8021435578,WOODLANDS,WOODLANDS EAST
679A JURONG WEST CTRL 1,4611.940298507463,4719.261480039417,public,1.34426725618628,103.705833695408,JURONG WEST,JURONG WEST CENTRAL
679A PUNGGOL DR,5645.698924731183,5893.9558819712975,public,1.40591156262743,103.908288150968,PUNGGOL,WATERWAY EAST
679B JURONG WEST CTRL 1,4572.939130434783,4832.801356047123,public,1.3439082086186,103.706055263416,JURONG WEST,JURONG WEST CENTRAL
679B PUNGGOL DR,5752.212389380531,6098.785066768167,public,1.40631693046248,103.908463046017,PUNGGOL,WATERWAY EAST
679C JURONG WEST CTRL 1,5052.911534154535,4893.078616062298,public,1.34392315743643,103.706395562005,JURONG WEST,JURONG WEST CENTRAL
679C PUNGGOL DR,6548.672566371682,6364.682823244237,public,1.40641380778331,103.908805683601,PUNGGOL,WATERWAY EAST
68 BEDOK STH AVE 3,5365.8536585365855,5268.717664449372,public,1.31875088774492,103.94336390491,BEDOK,BEDOK SOUTH
68 CIRCUIT RD,4760.416666666666,4894.623015873016,public,1.32546801109536,103.888077424417,GEYLANG,MACPHERSON
68 GEYLANG BAHRU,4880.769230769231,4995.026293507936,public,1.32195565983066,103.869828458031,KALLANG,GEYLANG BAHRU
68 REDHILL CL,7476.726342710997,7712.622376191583,public,1.28687207033361,103.816026124534,BUKIT MERAH,REDHILL
68 TELOK BLANGAH HTS,5518.514094601051,5517.1684185379845,public,1.27515915779894,103.810138469233,BUKIT MERAH,TELOK BLANGAH DRIVE
680 CHOA CHU KANG CRES,3422.345534787124,3802.345724583392,public,1.40333610825505,103.745131655848,CHOA CHU KANG,YEW TEE
680 HOUGANG AVE 8,4784.798534798534,4797.161172161172,public,1.3719503407429,103.88531934969,HOUGANG,HOUGANG WEST
680 WOODLANDS AVE 6,3931.4175319971023,4334.996938584559,public,1.43963261801972,103.802121646793,WOODLANDS,WOODLANDS EAST
680A JURONG WEST CTRL 1,4462.686567164179,4463.786355766261,public,1.34462393402178,103.705560050376,JURONG WEST,JURONG WEST CENTRAL
680B JURONG WEST CTRL 1,4583.333333333333,4674.747765064836,public,1.3450040798895,103.705331464969,JURONG WEST,JURONG WEST CENTRAL
680C JURONG WEST CTRL 1,4521.276595744681,4501.109416696228,public,1.34521626785868,103.705524830267,JURONG WEST,JURONG WEST CENTRAL
681 CHOA CHU KANG CRES,3446.6019417475727,3794.5488273560327,public,1.40304334411889,103.74558981715,CHOA CHU KANG,YEW TEE
681 HOUGANG AVE 8,4140.625,4683.238636363636,public,1.37311063009805,103.885636629182,HOUGANG,HOUGANG WEST
681 RACE COURSE RD,5242.718446601942,5515.309932785661,public,1.3137206738217,103.855272733514,KALLANG,LAVENDER
681A JURONG WEST CTRL 1,4503.703703703704,4631.060144523719,public,1.34440862166322,103.705195220433,JURONG WEST,JURONG WEST CENTRAL
681A WOODLANDS DR 62,4490.616927899686,4522.254800800407,public,1.43953354132813,103.803797276395,WOODLANDS,WOODLANDS EAST
681B JURONG WEST CTRL 1,4786.95652173913,4775.676964149504,public,1.34481773281614,103.704952551128,JURONG WEST,JURONG WEST CENTRAL
681B WOODLANDS DR 62,4174.20814479638,4184.840701915635,public,1.43932470475883,103.803324088659,WOODLANDS,WOODLANDS EAST
681C JURONG WEST CTRL 1,4360.798889916743,4539.346738574189,public,1.34449473042069,103.704760528198,JURONG WEST,JURONG WEST CENTRAL
681C WOODLANDS DR 62,4065.972222222222,4223.605506857504,public,1.43978866052178,103.803120115597,WOODLANDS,WOODLANDS EAST
681D WOODLANDS DR 62,3766.5652467883706,3934.177613871152,public,1.4399996612522,103.803592354961,WOODLANDS,WOODLANDS EAST
682 CHOA CHU KANG CRES,4027.972027972028,3939.342428798769,public,1.40251053782999,103.745291162637,CHOA CHU KANG,YEW TEE
682 HOUGANG AVE 4,4453.125,4827.083333333333,public,1.37361587694624,103.885758919948,HOUGANG,HOUGANG WEST
682 RACE COURSE RD,5619.834710743801,5647.234913734636,public,1.31427769513245,103.855645647046,KALLANG,LAVENDER
682A EDGEDALE PLAINS,6504.424778761062,6538.160504475495,public,1.40354774923551,103.916291277867,PUNGGOL,WATERWAY EAST
682A JURONG WEST CTRL 1,4584.355555555556,4755.691045987246,public,1.34399451486162,103.705396292339,JURONG WEST,JURONG WEST CENTRAL
682A WOODLANDS DR 62,3974.5403111739743,4243.610134353094,public,1.44031862988978,103.803284675318,WOODLANDS,WOODLANDS EAST
682B EDGEDALE PLAINS,6504.424778761062,6544.376521987365,public,1.40341173051587,103.915952020104,PUNGGOL,WATERWAY EAST
682B JURONG WEST CTRL 1,4913.04347826087,5008.49615677991,public,1.34362221193011,103.705666137539,JURONG WEST,JURONG WEST CENTRAL
682B WOODLANDS DR 62,4189.950980392156,4316.446210167235,public,1.44052377312844,103.803747098861,WOODLANDS,WOODLANDS EAST
